,v1,v2
4257,ham,I am late. I will be there at
1376,ham,Auntie huai juan never pick up her phone
5473,ham,Ok lor Ì_ reaching then message me.
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
1922,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
3928,ham,Yes. Nigh you cant aha.
1764,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
743,ham,Ok. There may be a free gym about.
3557,ham,No da. . Vijay going to talk in jaya tv
1005,ham,Give me a sec to think think about it
2668,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
1190,ham,We're done...
3950,ham,Hi dude hw r u da realy mising u today
2601,ham,Okie
1125,spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1241,ham,"I want to show you the world, princess :) how about europe?"
3523,ham,Yeah that'd pretty much be the best case scenario
4600,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
5252,ham,You do your studies alone without anyones help. If you cant no need to study.
3351,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
998,ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
4399,ham,Juz go google n search 4 qet...
3518,ham,Hanging out with my brother and his family
2684,ham,Yupz... I've oredi booked slots 4 my weekends liao... 
4834,ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
1577,ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
5337,ham,My birthday is on feb  &lt;#&gt;  da. .
1826,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
4073,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
5557,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
4299,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
4606,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
440,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
5515,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
1100,ham,You busy or can I come by at some point and figure out what we're doing tomorrow
2637,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
3786,ham,WHORE YOU ARE UNBELIEVABLE.
649,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
1546,ham,Shant disturb u anymore... Jia you...
3231,ham,Guess he wants alone time. We could just show up and watch when they do..
4240,ham,Detroit. The home of snow. Enjoy it.
4256,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
3917,ham,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
5508,ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
4361,ham,"I can't right this second, gotta hit people up first"
630,ham,Please dont say like that. Hi hi hi
672,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
1249,ham,"I call you later, don't have network. If urgnt, sms me."
3567,ham,Sent me de webadres for geting salary slip
482,ham,Watching tv lor...
1584,ham,"Sorry, I'll call later"
3805,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
5154,ham,"Like  &lt;#&gt; , same question"
3765,ham,Yes.mum lookin strong:)
1462,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
3040,ham,Aight what time you want me to come up?
4473,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
4290,ham,Call me when u're done...
5547,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
3273,ham,Thanx a lot...
3238,ham,Am okay. Will soon be over. All the best
3131,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
2578,ham,Erm. I thought the contract ran out the4th of october.
4398,ham,Yes just finished watching days of our lives. I love it.
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
4771,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
3784,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
858,ham,Spoons it is then okay?
3225,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
1072,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
3910,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
2631,spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
5428,ham,You didnt complete your gist oh.
1660,ham,No just send to you. Bec you in temple na.
1656,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
2425,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
4233,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
4704,ham,Hey anyway i have to :-)
5540,spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
4094,ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
3097,ham,This is all just creepy and crazy to me.
4990,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx"
4088,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
5295,ham,Alex says he's not ok with you not being ok with it
3189,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
2934,ham,"Yeah, we got one lined up for us"
4596,ham,Full heat pa:-) i have applyed oil pa.
3848,ham,U in town alone?
2606,ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
1385,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
4421,ham,MMM ... Fuck .... Merry Christmas to me
1399,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1195,spam,You have 1 new voicemail. Please call 08719181503
1408,ham,"I've got ten bucks, jay is being noncomittal"
1845,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
1798,ham,That one week leave i put know that time. Why.
1475,ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
3985,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
35,ham,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am
4525,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
2345,ham,"Hi this is yijue, can i meet u at 11 tmr?"
3932,ham,"Playin space poker, u?"
3312,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
2359,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
3006,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
2206,spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
5384,ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
4778,ham,O we cant see if we can join denis and mina? Or does denis want alone time
3179,ham,There the size of elephant tablets & u shove um up ur ass!!
3422,spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
1286,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
4995,ham,Happy new year. Hope you are having a good semester
349,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
3416,ham,But i haf enuff space got like 4 mb...
2137,ham,Then why you came to hostel.
2691,ham,Hey tmr meet at bugis 930 ?
3905,ham,Went fast asleep dear.take care.
3868,ham,No let me do the math. Your not good at it.
1681,ham,Y lei?
4521,ham,DO U WANT 2 MEET UP 2MORRO
1443,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
4016,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
3215,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
1671,ham,Glad to see your reply.
3650,ham,Want to send me a virtual hug?... I need one
1179,ham,To day class is there are no class.
2798,ham,I've told him that i've returned it. That should i re order it.
1692,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
4444,ham,"2 celebrate my båÕday, y else?"
372,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
3055,ham,Webpage s not available!
4286,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
1916,ham,Fffff. Can you text kadeem or are you too far gone
1357,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1825,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
786,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
469,ham,There are many company. Tell me the language.
140,ham,"K, text me when you're on the way"
788,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
323,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
50,ham,What you thinked about me. First time you saw me in class.
714,ham,He also knows about lunch menu only da. . I know
5004,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
2840,ham,Ok thanx...
2446,ham,"Sorry, I'll call later"
5360,ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
4089,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
4926,ham,Wanna do some art?! :D
5118,ham,Are you driving or training?
5202,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
2666,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
406,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
20,ham,Is that seriously how you spell his name?
1004,ham,Umma. Did she say anything
5331,ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
890,ham,Why do you ask princess?
2411,ham,"Come to me right now, Ahmad"
2545,ham,So are you guys asking that i get that slippers again or its gone with last year
1349,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
2390,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
4481,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
2830,ham,Thanx 4 sending me home...
4095,ham,"Hey , is * rite u put åÈ10 evey mnth is that all?"
3371,ham,And now electricity just went out fml.
3022,ham,You are a very very very very bad girl. Or lady.
3364,ham,"Sorry, I'll call later"
303,ham,He is a womdarfull actor
5030,ham,Hey... Very inconvenient for your sis a not huh?
11,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
664,ham,Yes baby! We can study all the positions of the kama sutra ;)
1177,ham,Just nw i came to hme da..
3292,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
2676,ham,* Am on a train back from northampton so i'm afraid not!
1947,ham,The battery is for mr adewale my uncle. Aka Egbon
2501,ham,No da..today also i forgot..
1473,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
2863,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
2375,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
2132,spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
1026,ham,Yes da. Any plm at ur office
2989,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
961,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
2889,ham,Shuhui has bought ron's present it's a swatch watch...
3021,ham,How dare you change my ring
3015,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
3879,ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x
3338,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
2009,ham,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
2149,ham,Waaaat?? Lololo ok next time then!
1963,ham,Yes :)it completely in out of form:)clark also utter waste.
2338,ham,"Alright, see you in a bit"
3800,ham,"It's ok, at least armand's still around"
735,ham,Then why no one talking to me
304,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
1440,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
1496,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
2652,ham,No need for the drug anymore.
2875,ham,Fuck cedar key and fuck her (come over anyway tho)
916,ham,Was actually about to send you a reminder today. Have a wonderful weekend
4655,ham,"K, I'll work something out"
710,ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
4918,ham,Re your call; You didn't see my facebook huh?
2772,ham,Still in customer place
1624,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
4423,ham,Update your face book status frequently :)
821,ham,On the road so cant txt
4083,ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...
1354,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
5013,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
850,ham,U reach orchard already? U wan 2 go buy tickets first?
3350,ham,At what time are you coming.
1000,ham,No..but heard abt tat..
5101,ham,Nope thats fine. I might have a nap tho! 
3947,ham,I like to think there's always the possibility of being in a pub later.
4148,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
3525,ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
18,ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b
1637,spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
1667,ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
493,ham,What class of  &lt;#&gt;  reunion?
3173,ham,It vl bcum more difficult..
5468,spam,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
4244,ham,Is toshiba portege m100 gd?
1347,ham,She doesnt need any test.
3018,ham,Wat time do u wan 2 meet me later?
4353,spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
3230,ham,No plm i will come da. On the way.
5413,ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
4287,ham,Hey mr whats the name of that bill brison book the one about language and words 
2828,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
687,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
1112,ham,So that means you still think of teju
3232,ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
1608,ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
4558,ham,Think + da. You wil do.
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
1009,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
3291,ham,Dear good morning how you feeling dear
3673,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2408,ham,Dear where you will be when i reach there
1092,ham,Where r we meeting?
1327,spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
1677,ham,Lol where do u come up with these ideas?
1999,ham,LMAO where's your fish memory when I need it?
1310,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
3960,ham,Your dad is back in ph?
3780,ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
4449,ham,"Awesome, be there in a minute"
1987,ham,No calls..messages..missed calls
4308,ham,He dint tell anything. He is angry on me that why you told to abi.
344,ham,My sister cleared two round in birla soft yesterday.
5394,ham,I dont know exactly could you ask chechi.
986,ham,I'm in office now . I will call you  &lt;#&gt;  min:)
587,ham,"\Pete can you please ring meive hardly gotany credit\"""""
2791,ham,"‰Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""
ham"""
5500,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
4149,ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
4511,ham,Now project pa. After that only i can come.
3485,ham,"Yeah, probably earlier than that"
3826,spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max 
3754,ham,"\Im on gloucesterroad what are uup to later?\"""""
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
1142,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
2358,ham,I'll talk to the others and probably just come early tomorrow then
3264,spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
1198,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
85,ham,"I call you later, don't have network. If urgnt, sms me."
1518,ham,Shall i ask one thing if you dont mistake me.
516,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
1381,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!"""
3941,ham,She's borderline but yeah whatever.
2716,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
3817,spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
1014,ham,"Ya, told..she was asking wats matter?"
128,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
1364,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
4291,ham,G.W.R
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
3867,ham,"not that I know of, most people up here are still out of town"
891,ham,I am great princess! What are you thinking about me? :)
2793,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
4683,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
1359,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
307,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
1661,ham,"You aren't coming home between class, right? I need to work out and shower!"
2431,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
4478,ham,Erutupalam thandiyachu
1317,spam,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
3499,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
4787,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
3249,ham,"Babe, I need your advice"
2474,ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
2542,ham,Aiyo please Ì_ got time meh.
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
1246,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
4643,ham,Did u got that persons story
1208,ham,Also maaaan are you missing out
3377,ham,Hows that watch resizing
216,ham,Tired. I haven't slept well the past few nights.
4775,ham,Quite lor. But dun tell him wait he get complacent...
5300,ham,I can't make it tonight
1239,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
2289,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
2740,ham,Nothing. Can...
275,ham,Thanx...
489,ham,I think i've fixed it can you send a test message?
1035,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
1229,ham,Jus ans me lar. U'll noe later.
5106,ham,Ding me on ya break fassyole! Blacko from londn
1008,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
5245,ham,Thank you princess! I want to see your nice juicy booty...
3865,ham,"Theoretically yeah, he could be able to come"
3938,ham,Y Ì_ wan to go there? C doctor?
2532,ham,Yup ok...
4641,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1058,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
2166,ham,"Thank you. And by the way, I just lost."
4567,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4141,ham,Infact happy new year. How are you where are you when are we seeing
281,ham,\Wen u miss someone
1043,ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
1316,ham,Why nothing. Ok anyway give me treat
5544,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
968,ham,Are you willing to go for aptitude class.
4819,spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
3869,ham,Oh ok wait 4 me there... My lect havent finish
1939,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
4394,ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1274,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
619,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
4762,ham,Prepare to be pleasured :)
